Type,Genre,Sub-genre,Topic,Low level,mid level,high level,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
Fiction,Young themes,School and friendship,"Two best friends navigate the ups and downs of middle school, supporting each other through challenges.",9,11,14,,,,
Fiction,Young themes,School and friendship,"A group of students forms a club centered around a shared interest, fostering friendship and camaraderie.",9,10,11,,,,
Fiction,Young themes,School and friendship,A misfit student finds their place in a group of accepting and diverse friends.,10,11,14,,,,
Fiction,Young themes,School and friendship,Two friends join forces to stand up against bullying and promote kindness in their school.,10,13,15,,,,
Fiction,Young themes,School and friendship,"A class organizes a talent show, celebrating the unique talents and skills of each student.",10,13,16,,,,
Fiction,Young themes,School and friendship,"A group of friends embarks on a quest to find a missing school mascot, uncovering fun and unexpected clues along the way.",10,13,15,,,,
Fiction,Young themes,School and friendship,"Two classmates become study buddies, discovering the joys of learning together and helping each other succeed.",10,11,14,,,,
Fiction,Young themes,School and friendship,"A student starts a positive affirmation campaign in their school, spreading kindness and boosting self-confidence.",1,2,5,,,,
Fiction,Young themes,School and friendship,"A group of friends faces a school-wide challenge, working together to achieve a common goal and overcome obstacles.",1,4,7,,,,
Fiction,Young themes,School and friendship,"Two students from different backgrounds become unlikely friends, learning valuable lessons about acceptance and friendship.",1,3,5,,,,
Fiction,Young themes,School and friendship,"A student starts a community service project at school, inspiring their classmates to make a difference in their community.",1,4,7,,,,
Fiction,Young themes,School and friendship,"Two rivals must team up for a school project, setting aside their differences and developing a newfound friendship.",1,2,3,,,,
Fiction,Young themes,School and friendship,"A group of friends creates a secret club, meeting after school to share stories, secrets, and laughter.",2,4,5,,,,
Fiction,Young themes,School and friendship,"Two students collaborate on a creative writing project, inspiring each other's imaginations and forging a deep bond.",2,5,7,,,,
Fiction,Young themes,School and friendship,"A class puts on a school play, fostering teamwork, creativity, and friendship among the students.",2,5,7,,,,
Fiction,Young themes,School and friendship,"Two friends work together to solve a conflict between different groups in their school, promoting unity and understanding.",2,4,6,,,,
Fiction,Young themes,School and friendship,"A student with a hidden talent gains the courage to showcase it in front of their classmates, receiving support and admiration.",2,3,5,,,,
Fiction,Young themes,School and friendship,Two classmates form an unlikely friendship based on their shared love for a particular sport or hobby.,3,5,6,,,,
Fiction,Young themes,School and friendship,"A group of friends forms a band, practicing and performing together, learning about teamwork and dedication.",3,5,6,,,,
Fiction,Young themes,School and friendship,"Two students collaborate on a science project, conducting experiments and discovering the wonders of scientific inquiry.",3,4,6,,,,
Fiction,Young themes,School and friendship,A student discovers the power of empathy and compassion as they reach out to a classmate going through a difficult time.,3,5,8,,,,
Fiction,Young themes,School and friendship,"Two friends navigate the challenges of a school election, competing against each other while maintaining their friendship.",3,4,5,,,,
Fiction,Young themes,School and friendship,"A student starts a kindness campaign in their school, encouraging their peers to perform acts of kindness every day.",4,7,8,,,,
Fiction,Young themes,School and friendship,"Two students from different cultures or countries become pen pals, exchanging letters and forming a bond despite the distance.",4,6,8,,,,
Fiction,Young themes,School and friendship,"A group of friends organizes a fundraiser or charity event at school, raising awareness and funds for a meaningful cause.",4,7,10,,,,
Fiction,Young themes,School and friendship,"Two students collaborate on an art project, exploring different mediums and inspiring each other's creativity.",4,7,9,,,,
Fiction,Young themes,School and friendship,"A student stands up against injustice at school, advocating for equality and fairness for all students.",4,5,6,,,,
Fiction,Young themes,School and friendship,Two friends face a falling-out and must work through their differences to repair their friendship.,5,7,10,,,,
Fiction,Young themes,School and friendship,"A group of classmates starts a newspaper or blog, sharing stories and perspectives from their school community.",5,8,9,,,,
Fiction,Young themes,School and friendship,"Two students team up to solve a complex math problem, learning the value of cooperation and perseverance.",5,6,8,,,,
Fiction,Young themes,School and friendship,"A student starts a recycling or environmental club at school, inspiring their peers to take care of the planet.",5,7,9,,,,
Fiction,Young themes,School and friendship,"Two friends embark on a journey of self-discovery and personal growth, supporting each other through challenges and triumphs.",5,6,9,,,,
Fiction,Young themes,School and friendship,"A group of students forms a band or dance crew, practicing and performing together, building strong friendships.",6,7,8,,,,
Fiction,Young themes,School and friendship,"Two classmates create a time capsule, capturing memories and dreams to be opened in the future.",6,8,11,,,,
Fiction,Young themes,School and friendship,"A student starts a podcast or YouTube channel, interviewing classmates and sharing stories of their school experiences.",6,8,9,,,,
Fiction,Young themes,School and friendship,"Two friends collaborate on a community service project, making a positive impact in their local neighborhood.",6,7,8,,,,
Fiction,Young themes,School and friendship,"A student takes on a leadership role in their school, organizing events and fostering a sense of community among their peers.",6,8,11,,,,
Fiction,Young themes,School and friendship,"Two students become partners in a science fair project, conducting experiments and making exciting discoveries.",7,8,10,,,,
Fiction,Young themes,School and friendship,"A group of friends enters a school competition or quiz show, testing their knowledge and teamwork.",7,8,10,,,,
Fiction,Young themes,School and friendship,Two classmates find themselves in a comical series of mishaps and adventures during a school field trip.,7,8,10,,,,
Fiction,Young themes,School and friendship,"A student initiates a mentorship program at school, pairing older and younger students to share wisdom and guidance.",7,10,12,,,,
Fiction,Young themes,School and friendship,"Two friends start a book club, exploring different genres and discussing their favorite stories.",7,10,13,,,,
Fiction,Young themes,School and friendship,"A group of students participates in a theater production, rehearsing and performing a play that celebrates friendship.",8,11,14,,,,
Fiction,Young themes,School and friendship,"Two students collaborate on a social justice project, raising awareness and advocating for positive change in their school and community.",8,11,13,,,,
Fiction,Tales and Myths,The Grimm Brothers,Cinderella,8,11,13,,,,
Fiction,Tales and Myths,The Grimm Brothers,Snow White,8,11,12,,,,
Fiction,Tales and Myths,The Grimm Brothers,Sleeping Beauty,8,11,12,,,,
Fiction,Tales and Myths,The Grimm Brothers,Rapunzel,9,10,13,,,,
Fiction,Tales and Myths,The Grimm Brothers,Hansel and Gretel,9,10,11,,,,
Fiction,Tales and Myths,The Grimm Brothers,Little Red Riding Hood,9,11,14,,,,
Fiction,Tales and Myths,The Grimm Brothers,Rumpelstiltskin,9,12,13,,,,
Fiction,Tales and Myths,The Grimm Brothers,The Frog Prince,9,11,12,,,,
Fiction,Tales and Myths,The Grimm Brothers,The Twelve Dancing Princesses,10,12,15,,,,
Fiction,Tales and Myths,The Grimm Brothers,The Pied Piper of Hamelin,10,12,13,,,,
Fiction,Tales and Myths,The Grimm Brothers,The Bremen Town Musicians,10,13,15,,,,
Fiction,Tales and Myths,The Grimm Brothers,The Fisherman and His Wife,10,12,14,,,,
Fiction,Tales and Myths,The Grimm Brothers,The Brave Little Tailor,10,11,13,,,,
Fiction,Tales and Myths,The Grimm Brothers,The Juniper Tree,1,4,5,,,,
Fiction,Tales and Myths,The Grimm Brothers,The Goose Girl,1,2,5,,,,
Fiction,Tales and Myths,The Grimm Brothers,The Golden Goose,1,3,6,,,,
Fiction,Tales and Myths,The Grimm Brothers,The Valiant Little Tailor,1,4,7,,,,
Fiction,Tales and Myths,The Grimm Brothers,The Six Swans,1,2,3,,,,
Fiction,Tales and Myths,The Grimm Brothers,The Snow Queen,2,4,5,,,,
Fiction,Tales and Myths,The Grimm Brothers,The Little Mermaid,2,5,8,,,,
Fiction,Tales and Myths,The Grimm Brothers,The Wild Swans,2,3,4,,,,
Fiction,Tales and Myths,The Grimm Brothers,The Elves and the Shoemaker,2,3,6,,,,
Fiction,Tales and Myths,The Grimm Brothers,The Three Little Men in the Woods,2,5,8,,,,
Fiction,Tales and Myths,The Grimm Brothers,The Seven Ravens,3,6,7,,,,
Fiction,Tales and Myths,The Grimm Brothers,The Musicians of Bremen,3,6,9,,,,
Fiction,Tales and Myths,The Grimm Brothers,The Golden Bird,3,6,7,,,,
Fiction,Tales and Myths,The Grimm Brothers,"The Singing, Springing Lark",3,6,7,,,,
Fiction,Tales and Myths,The Grimm Brothers,"The Wishing-Table, the Gold-Ass, and the Cudgel in the Sack",3,5,6,,,,
Fiction,Tales and Myths,The Grimm Brothers,The Robber Bridegroom,4,5,7,,,,
Fiction,Tales and Myths,The Grimm Brothers,The Water of Life,4,7,9,,,,
Fiction,Tales and Myths,The Grimm Brothers,The White Snake,4,6,8,,,,
Fiction,Tales and Myths,The Grimm Brothers,The Blue Light,4,6,9,,,,
Fiction,Tales and Myths,The Grimm Brothers,The Golden Key,4,5,8,,,,
Fiction,Tales and Myths,The Grimm Brothers,The Star Talers,5,7,9,,,,
Fiction,Tales and Myths,The Grimm Brothers,The Goose-Girl at the Well,5,6,9,,,,
Fiction,Tales and Myths,The Grimm Brothers,The Old Woman in the Wood,5,6,7,,,,
Fiction,Tales and Myths,The Grimm Brothers,The Iron Stove,5,7,10,,,,
Fiction,Tales and Myths,The Grimm Brothers,The Devil with the Three Golden Hairs,5,8,10,,,,
Fiction,Tales and Myths,The Grimm Brothers,The Golden Children,6,8,11,,,,
Fiction,Tales and Myths,The Grimm Brothers,The Three Little Birds,6,9,10,,,,
Fiction,Tales and Myths,The Grimm Brothers,The Two Brothers,6,8,11,,,,
Fiction,Tales and Myths,The Grimm Brothers,The Three Spinners,6,8,11,,,,
Fiction,Tales and Myths,The Grimm Brothers,The Golden Pot,6,8,9,,,,
Fiction,Tales and Myths,The Grimm Brothers,The Pink,7,10,13,,,,
Fiction,Tales and Myths,The Grimm Brothers,The Devil's Sooty Brother,7,10,11,,,,
Fiction,Tales and Myths,The Grimm Brothers,The Four Clever Brothers,7,8,10,,,,
Fiction,Tales and Myths,The Grimm Brothers,The Death of the Little Hen,7,9,12,,,,
Fiction,Tales and Myths,The Grimm Brothers,The Three Snake-Leaves,7,10,11,,,,
Fiction,Tales and Myths,The Grimm Brothers,The Nixie of the Mill-Pond,8,10,11,,,,
Fiction,Tales and Myths,The Grimm Brothers,The Three Feathers,8,11,12,,,,
Fiction,Tales and Myths,Hans Christian Anderson Tales,The Little Mermaid,8,10,12,,,,
Fiction,Tales and Myths,Hans Christian Anderson Tales,The Ugly Duckling,8,11,13,,,,
Fiction,Tales and Myths,Hans Christian Anderson Tales,The Princess and the Pea,8,10,12,,,,
Fiction,Tales and Myths,Hans Christian Anderson Tales,Thumbelina,9,12,13,,,,
Fiction,Tales and Myths,Hans Christian Anderson Tales,The Emperor's New Clothes,9,11,14,,,,
Fiction,Tales and Myths,Hans Christian Anderson Tales,The Steadfast Tin Soldier,9,11,13,,,,
Fiction,Tales and Myths,Hans Christian Anderson Tales,The Snow Queen,9,11,14,,,,
Fiction,Tales and Myths,Hans Christian Anderson Tales,The Little Match Girl,9,10,13,,,,
Fiction,Tales and Myths,Hans Christian Anderson Tales,The Nightingale,10,12,14,,,,
Fiction,Tales and Myths,Hans Christian Anderson Tales,The Red Shoes,10,12,13,,,,
Fiction,Tales and Myths,Hans Christian Anderson Tales,The Wild Swans,10,13,15,,,,
Fiction,Tales and Myths,Hans Christian Anderson Tales,The Brave Tin Soldier,10,12,13,,,,
Fiction,Tales and Myths,Hans Christian Anderson Tales,The Little Claus and the Big Claus,10,13,15,,,,
Fiction,Tales and Myths,Hans Christian Anderson Tales,The Shadow,1,3,5,,,,
Fiction,Tales and Myths,Hans Christian Anderson Tales,The Shepherdess and the Chimney Sweep,1,3,5,,,,
Fiction,Tales and Myths,Hans Christian Anderson Tales,The Garden of Paradise,1,2,4,,,,
Fiction,Tales and Myths,Hans Christian Anderson Tales,The Flying Trunk,1,3,6,,,,
Fiction,Tales and Myths,Hans Christian Anderson Tales,The Tinderbox,1,3,5,,,,
Fiction,Tales and Myths,Hans Christian Anderson Tales,The Storks,2,5,8,,,,
Fiction,Tales and Myths,Hans Christian Anderson Tales,The Swineherd,2,4,5,,,,
Fiction,Tales and Myths,Hans Christian Anderson Tales,The Snowman,2,4,6,,,,
Fiction,Tales and Myths,Hans Christian Anderson Tales,The Darning Needle,2,3,6,,,,
Fiction,Tales and Myths,Hans Christian Anderson Tales,The Princess on the Pea,2,5,8,,,,
Fiction,Tales and Myths,Hans Christian Anderson Tales,The Story of a Mother,3,4,7,,,,
Fiction,Tales and Myths,Hans Christian Anderson Tales,The Bell,3,6,8,,,,
Fiction,Tales and Myths,Hans Christian Anderson Tales,The Elderbush,3,4,5,,,,
Fiction,Tales and Myths,Hans Christian Anderson Tales,The Galoshes of Fortune,3,6,9,,,,
Fiction,Tales and Myths,Hans Christian Anderson Tales,The Travelling Companion,3,4,7,,,,
Fiction,Tales and Myths,Hans Christian Anderson Tales,The Last Pearl,4,7,9,,,,
Fiction,Tales and Myths,Hans Christian Anderson Tales,The Sunbeam and the Captive Princess,4,5,8,,,,
Fiction,Tales and Myths,Hans Christian Anderson Tales,The Old Street Lamp,4,5,7,,,,
Fiction,Tales and Myths,Hans Christian Anderson Tales,The Snowdrop,4,6,9,,,,
Fiction,Tales and Myths,Hans Christian Anderson Tales,The Pine Tree,4,5,7,,,,
Fiction,Tales and Myths,Hans Christian Anderson Tales,The Happy Family,5,7,8,,,,
Fiction,Tales and Myths,Hans Christian Anderson Tales,The Silver Shilling,5,7,8,,,,
Fiction,Tales and Myths,Hans Christian Anderson Tales,The Daisy,5,6,8,,,,
Fiction,Tales and Myths,Hans Christian Anderson Tales,The Snail and the Rosebush,5,6,9,,,,
Fiction,Tales and Myths,Hans Christian Anderson Tales,The Naughty Boy,5,7,8,,,,
Fiction,Tales and Myths,Hans Christian Anderson Tales,The Top and the Ball,6,7,10,,,,
Fiction,Tales and Myths,Hans Christian Anderson Tales,The Shirt Collar,6,7,9,,,,
Fiction,Tales and Myths,Hans Christian Anderson Tales,The Old House,6,8,11,,,,
Fiction,Tales and Myths,Hans Christian Anderson Tales,The Shadow,6,7,9,,,,
Fiction,Tales and Myths,Hans Christian Anderson Tales,The Drop of Water,6,8,11,,,,
Fiction,Tales and Myths,Hans Christian Anderson Tales,The Flax,7,10,12,,,,
Fiction,Tales and Myths,Hans Christian Anderson Tales,The Neighbouring Families,7,10,12,,,,
Fiction,Tales and Myths,Hans Christian Anderson Tales,The Little Elder-Tree Mother,7,10,12,,,,
Fiction,Tales and Myths,Hans Christian Anderson Tales,The Wind Tells About Valdemar Daae and His Daughters,7,9,10,,,,
Fiction,Tales and Myths,Hans Christian Anderson Tales,The Red Shoes,7,8,11,,,,
Fiction,Tales and Myths,Hans Christian Anderson Tales,The Girl Who Trod on a Loaf,8,9,11,,,,
Fiction,Tales and Myths,Hans Christian Anderson Tales,The Wicked Prince,8,11,12,,,,
Fiction,Tales and Myths,Tall Tales,Paul Bunyan,8,10,13,,,,
Fiction,Tales and Myths,Tall Tales,Pecos Bill,8,10,12,,,,
Fiction,Tales and Myths,Tall Tales,John Henry,8,9,11,,,,
Fiction,Tales and Myths,Tall Tales,Davy Crockett,9,11,13,,,,
Fiction,Tales and Myths,Tall Tales,Johnny Appleseed,9,10,13,,,,
Fiction,Tales and Myths,Tall Tales,Mike Fink,9,10,13,,,,
Fiction,Tales and Myths,Tall Tales,Calamity Jane,9,12,13,,,,
Fiction,Tales and Myths,Tall Tales,Annie Oakley,9,11,14,,,,
Fiction,Tales and Myths,Tall Tales,Casey Jones,10,13,16,,,,
Fiction,Tales and Myths,Tall Tales,Molly Pitcher,10,11,12,,,,
Fiction,Tales and Myths,Tall Tales,Slue-Foot Sue,10,12,15,,,,
Fiction,Tales and Myths,Tall Tales,Stormalong,10,11,13,,,,
Fiction,Tales and Myths,Tall Tales,Febold Feboldson,10,13,16,,,,
Fiction,Tales and Myths,Tall Tales,Sally Ann Thunder Ann Whirlwind Crockett,1,3,4,,,,
Fiction,Tales and Myths,Tall Tales,Tony Beaver,1,4,6,,,,
Fiction,Tales and Myths,Tall Tales,Alfred Bulltop Stormalong,1,2,4,,,,
Fiction,Tales and Myths,Tall Tales,Pecos Bill's Widow,1,4,6,,,,
Fiction,Tales and Myths,Tall Tales,Swamp Angel,1,3,6,,,,
Fiction,Tales and Myths,Tall Tales,Pecos Bill and the Mustang,2,4,5,,,,
Fiction,Tales and Myths,Tall Tales,Slewfoot Sue and Pecos Bill,2,5,8,,,,
Fiction,Tales and Myths,Tall Tales,Johnny Kaw,2,3,5,,,,
Fiction,Tales and Myths,Tall Tales,Sal Fink,2,3,5,,,,
Fiction,Tales and Myths,Tall Tales,Pecos Bill and the Forty Thieves,2,3,6,,,,
Fiction,Tales and Myths,Tall Tales,Big Joe Mufferaw,3,6,8,,,,
Fiction,Tales and Myths,Tall Tales,Febold Feboldson and the Blizzard,3,6,8,,,,
Fiction,Tales and Myths,Tall Tales,Stormalong's Shipwreck,3,4,5,,,,
Fiction,Tales and Myths,Tall Tales,Pecos Bill Meets the Bear,3,5,6,,,,
Fiction,Tales and Myths,Tall Tales,Slue-Foot Sue and the Snowstorm,3,4,5,,,,
Fiction,Tales and Myths,Tall Tales,The True Story of Paul Bunyan,4,7,8,,,,
Fiction,Tales and Myths,Tall Tales,The Man Who Talks to Whales,4,7,9,,,,
Fiction,Tales and Myths,Tall Tales,Sally Ann and the School Show,4,5,8,,,,
Fiction,Tales and Myths,Tall Tales,Febold Feboldson and the Big Giant,4,5,6,,,,
Fiction,Tales and Myths,Tall Tales,Slue-Foot Sue and the Swamp Witch,4,7,10,,,,
Fiction,Tales and Myths,Tall Tales,Stormalong's Tug-of-War,5,8,10,,,,
Fiction,Tales and Myths,Tall Tales,Tony Beaver and the Lost City,5,6,7,,,,
Fiction,Tales and Myths,Tall Tales,Calamity Jane Saves the Day,5,8,11,,,,
Fiction,Tales and Myths,Tall Tales,Pecos Bill and the Rattlesnake,5,6,7,,,,
Fiction,Tales and Myths,Tall Tales,Molly Pitcher and the Battle of Monmouth,5,6,8,,,,
Fiction,Tales and Myths,Tall Tales,Alfred Bulltop Stormalong and the Sea Serpent,6,7,10,,,,
Fiction,Tales and Myths,Tall Tales,The Legendary Feats of John Henry,6,7,8,,,,
Fiction,Tales and Myths,Tall Tales,Paul Bunyan and the Blue Ox,6,7,8,,,,
Fiction,Tales and Myths,Tall Tales,Davy Crockett's Last Stand,6,8,11,,,,
Fiction,Tales and Myths,Tall Tales,Casey Jones and the Cannonball Express,6,7,10,,,,
Fiction,Tales and Myths,Tall Tales,Sally Ann and the Tornado,7,9,12,,,,
Fiction,Tales and Myths,Tall Tales,Pecos Bill and the River Serpent,7,10,13,,,,
Fiction,Tales and Myths,Tall Tales,Johnny Appleseed and the Magic Seeds,7,9,11,,,,
Fiction,Tales and Myths,Tall Tales,Stormalong's Whale of a Tale,7,8,11,,,,
Fiction,Tales and Myths,Tall Tales,The Ballad of Molly Pitcher,7,10,13,,,,
Fiction,Tales and Myths,Tall Tales,Febold Feboldson's Fantastic Farm,8,9,10,,,,
Fiction,Tales and Myths,Tall Tales,Pecos Bill and the Ghost Riders,8,9,11,,,,
Non-fiction,Tales and Myths,native north American myths,Creation of the World - Various Native American tribes have creation stories that explain how the world came into existence.,8,10,13,,,,
Non-fiction,Tales and Myths,native north American myths,Coyote and the Origin of Death - A trickster tale about Coyote and how death came into the world.,8,9,11,,,,
Non-fiction,Tales and Myths,native north American myths,"The Legend of the Thunderbird - A powerful myth about the Thunderbird, a legendary creature associated with thunder and lightning.",8,9,10,,,,
Non-fiction,Tales and Myths,native north American myths,"The Great Flood - Similar to the story of Noah's Ark, Native American tribes have their own versions of a great flood that wiped out humanity.",9,12,14,,,,
Non-fiction,Tales and Myths,native north American myths,The Legend of the White Buffalo - A sacred legend about a white buffalo that brings messages of peace and unity.,9,12,14,,,,
Non-fiction,Tales and Myths,native north American myths,"The Legend of Sedna - An Inuit myth about Sedna, the goddess of the sea and marine life.",9,10,12,,,,
Non-fiction,Tales and Myths,native north American myths,The Man in the Moon - A myth explaining the origin of the man seen on the moon's surface.,9,12,13,,,,
Non-fiction,Tales and Myths,native north American myths,"The Legend of the Wendigo - A cautionary tale about the Wendigo, a cannibalistic creature from Algonquian folklore.",9,11,12,,,,
Non-fiction,Tales and Myths,native north American myths,The Rabbit and the Moon - A myth about a rabbit who sacrificed himself to become the moon.,10,13,14,,,,
Non-fiction,Tales and Myths,native north American myths,The Legend of the Medicine Wheel - A story explaining the spiritual significance of the Native American medicine wheel.,10,13,14,,,,
Non-fiction,Tales and Myths,native south American myths,The Legend of El Dorado - A mythical golden city sought by many explorers during the age of exploration.,10,13,15,,,,
Non-fiction,Tales and Myths,native south American myths,"The Legend of Quetzalcoatl - A prominent deity in Aztec and Mayan mythology, associated with wisdom and creation.",10,11,13,,,,
Non-fiction,Tales and Myths,native south American myths,The Myth of the Inca Creation - A story about the creation of the Inca Empire and its divine origins.,10,13,16,,,,
Non-fiction,Tales and Myths,native south American myths,"The Legend of Yacumama - A mythical serpent from Amazonian folklore, believed to reside in rivers and lakes.",1,2,4,,,,
Non-fiction,Tales and Myths,native south American myths,The Myth of Inti and Mama Quilla - A creation myth about the Inca sun god Inti and the moon goddess Mama Quilla.,1,3,4,,,,
Non-fiction,Tales and Myths,native south American myths,The Myth of Iara - A myth from Brazilian folklore about a beautiful water nymph who lures men into the depths of rivers.,1,4,6,,,,
Non-fiction,Tales and Myths,native south American myths,"The Legend of Wiracocha - A powerful creator god in Andean mythology, associated with the creation of the world.",1,2,5,,,,
Non-fiction,Tales and Myths,native south American myths,The Myth of Viracocha and the Giants - A tale about the god Viracocha and his battle against the giants.,1,4,7,,,,
Non-fiction,Tales and Myths,native south American myths,The Story of Pachacamac - A legend about the god Pachacamac and his role in creating humanity.,2,3,4,,,,
Non-fiction,Tales and Myths,native south American myths,"The Legend of the Chullachaqui - A mischievous forest spirit from Peruvian folklore, known for tricking and confusing travelers.",2,5,6,,,,
Non-fiction,Tales and Myths,Chinese Myths:,The Legend of Pangu - A creation myth that tells the story of how the world was formed by the giant Pangu.,2,4,7,,,,
Non-fiction,Tales and Myths,Chinese Myths:,"The Monkey King - A legendary figure from the Chinese epic ""Journey to the West"" who possesses immense powers and embarks on a quest.",2,3,5,,,,
Non-fiction,Tales and Myths,Chinese Myths:,The Legend of Nüwa - A myth about the goddess Nüwa who created humans and repaired the heavens.,2,4,6,,,,
Non-fiction,Tales and Myths,Chinese Myths:,The Eight Immortals - A group of legendary beings who attained immortality and became symbols of good fortune and longevity.,3,6,8,,,,
Non-fiction,Tales and Myths,Chinese Myths:,"The Cowherd and the Weaver Girl - A love story between a mortal cowherd and a heavenly weaver girl, celebrated during the Qixi Festival.",3,5,8,,,,
Non-fiction,Tales and Myths,Chinese Myths:,"The Legend of Chang'e and the Moon - A tale about the goddess Chang'e who lives on the moon with her companion, the Jade Rabbit.",3,5,8,,,,
Non-fiction,Tales and Myths,Chinese Myths:,"The Dragon King - Various myths revolve around the Dragon King, a powerful deity associated with water and weather.",3,5,7,,,,
Non-fiction,Tales and Myths,Chinese Myths:,The Legend of the White Snake - A story about a snake spirit who falls in love with a human and faces challenges.,3,6,9,,,,
Non-fiction,Tales and Myths,Chinese Myths:,"The Four Symbols - Four mythological creatures, the Azure Dragon, White Tiger, Vermilion Bird, and Black Tortoise, symbolizing different elements and directions.",4,6,9,,,,
Non-fiction,Tales and Myths,Chinese Myths:,The Legend of Houyi and the Ten Suns - A myth about the archer Houyi who saved the world from scorching heat by shooting down nine of the ten suns.,4,7,10,,,,
Non-fiction,Tales and Myths,Japanese Myths,"Amaterasu and Susanoo - A myth about the sun goddess Amaterasu and her brother Susanoo, the storm god.",4,5,7,,,,
Non-fiction,Tales and Myths,Japanese Myths,The Tale of the Bamboo Cutter - A folk story about a bamboo cutter who discovers a tiny princess inside a bamboo stalk.,4,7,10,,,,
Non-fiction,Tales and Myths,Japanese Myths,The Legend of Momotarō - A tale about a boy born from a peach who embarks on a journey to fight demons.,4,5,6,,,,
Non-fiction,Tales and Myths,Japanese Myths,"The Kappa - A creature from Japanese folklore that lives in rivers and ponds, known for its mischievous nature.",5,8,10,,,,
Non-fiction,Tales and Myths,Japanese Myths,The Legend of Yuki-onna - A myth about a beautiful snow spirit who appears on snowy nights.,5,7,8,,,,
Non-fiction,Tales and Myths,Japanese Myths,"The Three Legged Crow - A sacred creature in Japanese mythology, associated with the sun and the imperial family.",5,6,7,,,,
Non-fiction,Tales and Myths,Japanese Myths,The Legend of Urashima Tarō - A story about a fisherman who visits an undersea palace and is granted immortality.,5,8,10,,,,
Non-fiction,Tales and Myths,Japanese Myths,The Tanuki - A mischievous raccoon-dog creature from Japanese folklore known for its shapeshifting abilities.,5,7,9,,,,
Non-fiction,Tales and Myths,Japanese Myths,"The Legend of Tengu - Supernatural creatures from Japanese folklore often depicted as half-bird, half-human with long noses.",6,8,9,,,,
Non-fiction,Tales and Myths,Japanese Myths,The Legend of Izanagi and Izanami - A creation myth about the divine couple who gave birth to the Japanese islands and other gods.,6,9,12,,,,
Non-fiction,Tales and Myths,Korean myths,"The Myth of Dangun - A foundation myth about the legendary founder of Korea, Dangun, who descended from heaven.",6,9,10,,,,
Non-fiction,Tales and Myths,Korean myths,The Tale of Hong Gildong - A popular Korean folktale about a young man with extraordinary abilities who fights injustice.,6,9,10,,,,
Non-fiction,Tales and Myths,Korean myths,"The Haesindang Legend - A myth explaining the origins of Haesindang Park, also known as the Penis Park.",6,8,10,,,,
Non-fiction,Tales and Myths,Korean myths,The Legend of Jumong - A myth about the founding of the ancient Korean kingdom of Goguryeo.,7,8,10,,,,
Non-fiction,Tales and Myths,Korean myths,The Legend of the Nine-Tailed Fox - A mythical creature in Korean folklore associated with shape-shifting and magical powers.,7,9,11,,,,
Non-fiction,Tales and Myths,Korean myths,"The Legend of the Samseonggung - A tale about the three deities Hwanung, Dangun's father, and his two ministers.",7,10,12,,,,
Non-fiction,Tales and Myths,Korean myths,The Tale of Princess Bari - A story about a princess who embarks on a journey to save her parents' souls.,7,8,11,,,,
Non-fiction,Tales and Myths,Korean myths,The Legend of Bong Sam - A myth about a fisherman who becomes a deity after saving a turtle.,7,8,11,,,,
Non-fiction,Tales and Myths,Korean myths,The Ghost Bride - A folklore tale about a bride who dies before her wedding and returns as a ghost.,8,10,12,,,,
Non-fiction,Tales and Myths,Korean myths,The Myth of the Dokkaebi - Supernatural beings from Korean mythology often depicted as mischievous goblins.,8,11,14,,,,
Non-fiction,Tales and Myths,Indian myths,The Ramayana - An epic tale of Prince Rama and his adventures to rescue his wife Sita from the demon king Ravana.,8,10,11,,,,
Non-fiction,Tales and Myths,Indian myths,"The Mahabharata - A vast epic that narrates the Kurukshetra War between the Pandavas and the Kauravas, with moral dilemmas and philosophical teachings.",8,9,10,,,,
Non-fiction,Tales and Myths,Indian myths,The Story of Krishna - A mythological tale of Lord Krishna's childhood and his role in the Mahabharata.,8,9,11,,,,
Non-fiction,Tales and Myths,Indian myths,The Story of Hanuman - A tale of the monkey deity Hanuman and his unwavering devotion to Lord Rama.,9,11,14,,,,
Non-fiction,Tales and Myths,Indian myths,"The Creation of the Universe - Various Hindu creation myths explain the origins of the universe, including the churning of the cosmic ocean.",9,11,14,,,,
Non-fiction,Tales and Myths,Indian myths,"The Legend of Ganesha - The story of the elephant-headed god Ganesha, his birth, and his wisdom.",9,11,14,,,,
Non-fiction,Tales and Myths,Indian myths,"The Legend of Vishnu and his Avatars - Stories of Lord Vishnu and his incarnations, including Rama, Krishna, and the future Kalki.",9,11,14,,,,
Non-fiction,Tales and Myths,Indian myths,"The Legend of Sati and Shiva - The tragic tale of Sati, who immolates herself, and Shiva's grief and anger.",9,11,14,,,,
Non-fiction,Tales and Myths,Indian myths,"The Legend of Savitri and Satyavan - A story of love, devotion, and the determination of Princess Savitri to save her husband Satyavan from death.",10,13,14,,,,
Non-fiction,Tales and Myths,Indian myths,"The Legend of Shakuntala - A romantic story of King Dushyanta and Shakuntala, their separation, and eventual reunion.",10,13,15,,,,
Non-fiction,Tales and Myths,Sri Lankan myths,The Legend of King Ravana - A story about the mythical demon king Ravana and his clash with Prince Rama in the Ramayana.,10,11,14,,,,
Non-fiction,Tales and Myths,Sri Lankan myths,"The Sigiriya Rock Fortress - A historical site associated with the legend of King Kasyapa, who built a palace atop the rock.",10,13,14,,,,
